                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.68126,                0.45352,                 1.0001,                0.92154,                0.91555,                0.93302,                0.67831,                0.86224,                0.38311,                 1.1359,             0.00026131,             0.00026131,             0.00026131
                     99,                0.69114,                0.47477,                 1.0116,                  0.921,                0.90963,                0.93788,                0.66947,                 0.9217,                0.38538,                 1.1653,             0.00025369,             0.00025369,             0.00025369
                    100,                 0.6895,                0.47127,                 1.0009,                0.95795,                0.88941,                0.93994,                0.69164,                0.89289,                0.39079,                 1.1511,             0.00024608,             0.00024608,             0.00024608
                    101,                0.70262,                0.46557,                 1.0179,                0.95804,                0.88978,                0.92748,                0.69276,                0.87401,                 0.3975,                 1.1353,             0.00023846,             0.00023846,             0.00023846
                    102,                0.68253,                0.47752,                0.98852,                0.95344,                0.88679,                0.88822,                 0.6697,                0.89058,                 0.4013,                 1.1416,             0.00023085,             0.00023085,             0.00023085
                    103,                 0.6795,                0.46147,                0.99423,                0.94936,                0.88704,                0.91787,                 0.6695,                0.91758,                0.39257,                 1.1535,             0.00022323,             0.00022323,             0.00022323
                    104,                0.63363,                0.43955,                0.98225,                0.96901,                0.88704,                 0.9091,                0.69774,                0.87246,                 0.3797,                 1.1248,             0.00021562,             0.00021562,             0.00021562
                    105,                0.65705,                0.43103,                 0.9776,                0.94082,                0.85926,                0.86911,                0.68863,                0.85236,                0.37773,                 1.1178,               0.000208,               0.000208,               0.000208
                    106,                0.66183,                0.46013,                0.99163,                0.92634,                0.85926,                0.88853,                0.69804,                0.85722,                0.35737,                 1.1283,             0.00020038,             0.00020038,             0.00020038
                    107,                0.66508,                 0.4648,                 1.0014,                0.93853,                0.86373,                0.90652,                0.69183,                0.87013,                0.35515,                  1.134,             0.00019277,             0.00019277,             0.00019277
                    108,                 0.6525,                0.43675,                0.97514,                0.93138,                0.91625,                0.91021,                0.68692,                 0.8569,                0.37117,                 1.1358,             0.00018515,             0.00018515,             0.00018515
                    109,                0.64535,                0.43617,                0.98329,                0.94806,                0.91688,                0.93932,                0.69798,                0.86552,                0.39713,                 1.1347,             0.00017754,             0.00017754,             0.00017754
                    110,                0.65903,                0.43031,                0.97905,                0.94366,                0.91722,                0.92339,                0.69487,                0.87521,                0.41903,                  1.142,             0.00016992,             0.00016992,             0.00016992
                    111,                0.63698,                0.43195,                0.97423,                0.93843,                0.88704,                0.88901,                0.68691,                0.87328,                0.38289,                 1.1294,             0.00016231,             0.00016231,             0.00016231
                    112,                0.63637,                0.42725,                0.96943,                0.95891,                0.89251,                0.94144,                0.69677,                0.87639,                0.39941,                 1.1492,             0.00015469,             0.00015469,             0.00015469
                    113,                 0.6515,                0.44434,                0.99118,                0.95415,                0.89112,                0.92979,                0.69377,                0.85676,                0.38346,                 1.1282,             0.00014708,             0.00014708,             0.00014708
                    114,                0.62016,                0.41448,                  0.963,                0.95951,                0.89133,                0.93609,                0.69644,                 0.8451,                0.37581,                 1.1178,             0.00013946,             0.00013946,             0.00013946
                    115,                0.63966,                0.42889,                0.98842,                0.95622,                0.88704,                0.90213,                0.69552,                0.85011,                0.37566,                 1.1126,             0.00013185,             0.00013185,             0.00013185
                    116,                0.62112,                0.41078,                0.96882,                0.95757,                0.88961,                0.90901,                0.70259,                0.83626,                 0.3808,                 1.1035,             0.00012423,             0.00012423,             0.00012423
                    117,                0.60351,                 0.4096,                0.96718,                 0.9566,                0.88704,                0.90427,                0.69475,                0.86047,                0.38632,                  1.125,             0.00011662,             0.00011662,             0.00011662
                    118,                0.61429,                0.41267,                0.96871,                 0.9522,                0.89105,                0.90388,                0.69853,                0.85513,                0.37835,                   1.12,               0.000109,               0.000109,               0.000109
                    119,                0.58758,                0.39776,                0.95372,                0.94966,                0.88704,                0.90696,                0.70524,                0.84672,                 0.3829,                 1.1179,             0.00010138,             0.00010138,             0.00010138
                    120,                 0.6287,                0.43107,                 0.9803,                0.96809,                0.86148,                  0.892,                0.70403,                0.82966,                0.37307,                 1.1062,             9.3769e-05,             9.3769e-05,             9.3769e-05
                    121,                 0.5281,                 0.3334,                0.91457,                0.96348,                0.88086,                0.91625,                0.68678,                0.87238,                0.38525,                 1.1367,             8.6154e-05,             8.6154e-05,             8.6154e-05
                    122,                0.52241,                0.32787,                0.92062,                 0.9442,                0.88704,                0.91149,                0.68477,                0.86085,                0.39004,                 1.1198,             7.8538e-05,             7.8538e-05,             7.8538e-05
                    123,                 0.5058,                0.31159,                0.90348,                0.94426,                0.88498,                0.89519,                0.69043,                0.85728,                0.39042,                 1.1215,             7.0923e-05,             7.0923e-05,             7.0923e-05
                    124,                0.50641,                0.30376,                0.90727,                0.94947,                0.88564,                0.89745,                 0.6963,                0.86334,                0.39955,                 1.1205,             6.3308e-05,             6.3308e-05,             6.3308e-05
                    125,                0.50357,                0.31638,                0.91163,                0.94699,                0.88358,                0.89506,                0.69056,                0.85471,                0.39411,                  1.114,             5.5692e-05,             5.5692e-05,             5.5692e-05
                    126,                0.49132,                0.29919,                0.90452,                0.94648,                0.88366,                0.89759,                0.69613,                0.84929,                0.38977,                 1.1147,             4.8077e-05,             4.8077e-05,             4.8077e-05
                    127,                 0.4968,                0.30042,                0.90272,                0.95136,                0.88704,                0.89841,                0.70342,                0.84082,                0.37771,                 1.1121,             4.0462e-05,             4.0462e-05,             4.0462e-05
                    128,                0.50293,                0.32881,                0.91063,                0.94931,                0.88704,                0.90707,                0.69494,                0.85039,                0.37995,                 1.1151,             3.2846e-05,             3.2846e-05,             3.2846e-05
                    129,                0.48445,                0.30453,                0.89217,                0.95019,                0.88704,                0.90881,                0.69256,                0.85008,                0.37143,                  1.117,             2.5231e-05,             2.5231e-05,             2.5231e-05
                    130,                0.48667,                0.30047,                0.89015,                0.95116,                0.88704,                0.90825,                0.69921,                0.85405,                0.36904,                 1.1206,             1.7615e-05,             1.7615e-05,             1.7615e-05
